minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
258,excellent,2.80692,13.08,4.15,6.75,13.84,25.42,28.05,34.47,34.31,9.89,33.6,65.3
259,excellent,2.80692,13.03,4.17,6.51,13.79,24.37,27.91,28.1,34.12,9.89,33.7,66
260,excellent,2.80692,12.87,4.13,6.48,13.84,25.15,28.34,31.32,33.55,9.97,33.6,66.2
261,excellent,2.80692,12.92,4.13,6.56,13.79,25.42,28.94,26.53,33.55,10.05,33.7,65
262,excellent,2.80692,12.92,4.15,6.43,13.79,24.76,27.62,26.09,33.36,10.21,33.7,64.5
263,excellent,2.80692,12.77,4.11,6.48,14.07,24.76,28.79,26.53,33.36,10.13,33.7,64.1
264,excellent,2.80692,12.92,4.13,6.32,13.96,23.75,30.69,26.99,33.93,9.55,33.7,64.1
265,excellent,2.80692,12.72,4.04,6.27,13.84,26.96,28.34,38.73,36.78,9.48,33.7,64.2
266,excellent,2.80692,12.62,4.09,6.22,13.79,24.76,29.56,30.93,33.36,9.4,33.7,65
267,excellent,2.80692,12.67,4,6.35,13.73,24.76,27.91,37.92,32.99,9.26,33.7,65.1
268,excellent,2.80692,12.52,4,6.12,13.57,24.25,27.76,36.88,33.36,9.4,33.8,64
269,excellent,2.80692,12.67,4.02,6.07,13.84,24.5,28.2,28.27,32.63,9.33,33.8,64.7
270,excellent,2.80692,12.57,4.04,6.07,13.84,24.5,28.49,30,33.17,9.4,33.8,63.1
271,excellent,2.80692,12.52,4.04,6.02,13.9,23.27,29.1,26.69,32.99,9.33,33.8,64
272,excellent,2.80692,12.52,3.94,5.97,13.84,24.25,28.2,33.36,33.17,9.4,33.8,63
273,excellent,2.80692,12.57,3.96,5.97,13.73,24.5,28.79,29.29,33.74,9.29,33.8,63.9
274,excellent,2.80692,12.37,3.94,5.92,13.84,24.76,28.49,28.94,32.99,9.36,33.8,64.8
275,excellent,2.80692,12.47,3.92,5.94,13.68,24.25,28.2,27.78,33.17,9.48,33.8,64
276,excellent,2.80692,12.47,3.96,5.79,13.73,24.5,28.34,27.14,32.99,9.11,33.8,63.8
277,excellent,2.80692,12.37,3.94,5.79,13.84,24.25,29.1,27.62,32.81,9.29,33.9,63.5
278,excellent,2.80692,12.47,3.88,5.87,13.73,24.89,28.64,27.78,33.17,9.4,33.9,62.5
279,excellent,2.80692,12.42,3.9,5.77,13.96,24.25,28.05,31.32,32.63,9.36,33.9,62.4
280,excellent,2.80692,12.67,3.9,5.79,13.96,25.02,30.2,36.37,34.31,9.36,33.9,60.7
281,excellent,2.80692,12.52,3.92,6.02,14.07,24.25,28.49,33.15,32.81,9.36,33.9,58.2
282,excellent,2.80692,12.47,3.88,5.67,14.07,24.63,28.34,28.27,32.99,9.26,34,59.3
283,excellent,2.80692,12.47,3.88,5.63,13.9,24.37,29.25,27.78,32.81,9.33,34,58.7
284,excellent,2.80692,12.52,3.87,5.6,13.96,24.5,28.05,27.78,33.93,9.18,34,59.1
285,excellent,2.80692,12.62,3.87,5.44,14.13,24.12,27.76,27.94,32.09,9.15,34,58.5
286,excellent,2.80692,12.42,3.9,5.55,14.18,23.88,28.05,39.01,35.72,9.01,34,58.2
287,excellent,2.80692,12.42,3.9,5.44,14.07,24,28.34,27.62,31.92,9.22,34,58.3
288,excellent,2.80692,12.47,3.85,5.55,14.01,23.88,28.34,31.71,32.63,9.48,34,58.2
289,excellent,2.80692,12.37,3.83,5.44,14.13,23.75,27.91,27.78,31.92,9.44,34.1,57.5
290,excellent,2.80692,12.47,3.85,5.41,13.96,24,28.05,27.94,32.27,9.33,34.1,58.6
291,excellent,2.80692,12.37,3.77,5.39,13.84,23.75,27.91,29.46,32.45,9.33,34.1,58
292,excellent,2.80692,12.42,3.77,5.39,13.79,24.25,28.05,29.82,32.09,9.44,34.1,58.2
293,excellent,2.80692,12.32,3.12,5.37,13.9,25.69,28.79,25.24,31.92,9.33,34.1,58.7
294,excellent,2.80692,12.47,3.79,5.32,13.96,23.88,27.76,36.88,31.92,8.93,34.1,58.8
295,excellent,2.80692,12.47,3.73,5.18,13.9,22.36,26.52,37.65,32.09,9.29,34.2,58.2
296,excellent,2.80692,12.32,3.72,5.3,13.96,23.51,27.76,27.14,31.92,9.08,34.2,57.5
297,excellent,2.80692,12.23,3.77,5.25,13.68,24.25,27.2,27.62,34.71,9.4,34.2,58.5
298,excellent,2.80692,12.18,3.73,5.25,13.79,23.51,28.05,29.11,31.74,9.44,34.2,59.2
299,excellent,2.80692,12.13,3.75,5.28,13.84,23.16,27.62,27.14,31.06,9.18,34.2,59
300,excellent,2.80692,12.13,3.75,5.16,13.79,22.03,27.62,36.13,32.45,9.18,34.2,58.2
301,excellent,2.92958,12.13,3.75,5.25,13.9,23.04,27.91,27.94,31.92,9.11,34.2,58.7
302,excellent,2.92958,12.18,3.7,5.21,13.79,24.63,27.62,27.46,32.27,9.18,34.2,57.5
303,excellent,2.92958,12.04,3.7,5.18,13.68,24.12,27.2,28.94,35.51,9.44,34.2,58.7
304,excellent,2.92958,12.04,3.7,5.21,13.79,23.51,27.62,29.11,31.74,9.44,34.3,58.7
305,excellent,2.92958,11.94,3.66,5.16,13.57,23.04,27.48,25.38,32.45,9.22,34.2,58.5
306,excellent,2.92958,11.94,3.68,5.14,13.57,24.5,26.66,34.7,33.36,9.11,34.3,60
307,excellent,2.92958,11.94,3.63,5.14,13.57,23.51,27.06,31.91,32.45,9.33,34.3,60
308,excellent,2.92958,11.89,3.66,5.23,13.68,23.63,26.93,27.78,33.55,9.01,34.3,59.2
309,excellent,2.92958,11.89,3.88,5.03,13.57,21.92,26.66,35.88,34.51,9.44,34.2,59.6
310,excellent,2.92958,11.75,3.7,5.03,13.84,21.6,26,37.39,33.93,9.26,34.3,58.6
311,excellent,2.92958,11.8,3.66,5.07,13.57,23.04,27.06,34.02,33.36,9.15,34.3,58.2
312,excellent,2.92958,11.66,3.64,5.03,13.68,22.7,27.06,27.3,32.63,9.18,34.3,59
313,excellent,2.92958,11.71,3.59,5.18,13.46,23.04,26.66,38.73,32.99,9.36,34.3,59.2
314,excellent,2.92958,11.66,3.2,4.96,13.46,22.81,26.66,27.14,33.36,9.33,34.3,59.3
315,excellent,2.92958,11.62,3.63,4.94,13.73,22.58,26.93,32.73,33.17,9.18,34.4,60.3
316,excellent,2.92958,11.71,3.57,4.99,13.41,23.51,26.52,30.74,32.99,8.93,34.4,57.2
317,excellent,2.92958,11.62,3.61,4.96,13.46,23.51,26.66,34.02,33.17,9.22,34.4,58.8
318,excellent,2.92958,11.62,3.55,4.94,13.51,23.27,26.66,29.29,32.99,9.08,34.4,59
319,excellent,2.92958,11.44,3.54,4.92,13.35,23.04,26.79,28.43,33.17,9.29,34.4,59.1
320,excellent,2.92958,11.48,3.61,4.88,13.25,22.92,27.2,36.88,32.81,8.83,34.5,60.3
321,excellent,2.92958,11.26,3.55,4.83,13.35,22.47,25.74,26.53,33.17,8.13,34.4,61
322,excellent,2.92958,11.35,3.52,4.88,13.35,23.04,26.39,32.94,33.36,9.4,34.4,61.2
323,excellent,2.92958,11.3,3.5,5.03,13.19,23.16,26.39,27.14,32.27,9.62,34.5,61.1
324,excellent,2.92958,11.13,3.5,4.85,13.41,21.18,26.93,34.25,32.45,9.62,34.5,61.7
325,excellent,2.92958,11.17,3.5,4.79,13.25,22.92,26.26,28.43,32.45,9.55,34.5,62.4
326,excellent,2.92958,11.13,3.48,4.75,13.14,24.12,25.74,34.7,32.45,9.48,34.5,61.2
327,excellent,2.92958,11.13,3.55,4.79,13.19,22.58,26.52,34.25,31.23,9.59,34.5,62.1
328,excellent,2.92958,11,3.52,4.75,13.35,22.58,26.52,26.53,32.27,9.4,34.5,61.2
329,excellent,2.92958,11.04,3.52,4.75,13.25,22.7,26.13,34.93,31.92,9.44,34.5,60.7
330,excellent,2.92958,11.04,3.54,4.75,13.35,22.47,26.39,26.84,32.27,9.51,34.6,60.2
331,excellent,2.92958,11,3.48,4.68,13.25,22.36,26.26,27.78,32.63,9.55,34.6,59.5
332,excellent,2.92958,11.08,3.46,4.73,13.14,23.39,26.52,32.11,31.4,9.44,34.6,60.1
333,excellent,2.92958,11,3.5,4.71,13.3,22.58,26.26,26.84,32.63,9.29,34.6,60
334,excellent,2.92958,11,3.5,4.71,13.3,22.7,26,26.69,33.36,9.59,34.6,60.1
335,excellent,2.92958,10.95,3.48,4.9,13.35,21.08,26,26.99,32.63,9.62,34.6,59.5
336,excellent,2.92958,11,3.45,4.71,13.3,22.92,26,33.8,33.17,9.22,34.6,58.7
337,excellent,2.92958,10.87,3.46,4.71,13.19,22.58,26.66,33.36,33.36,9.4,34.6,58.9
338,excellent,2.92958,10.95,3.45,4.62,13.09,24.12,25.87,37.65,32.81,9.33,34.6,60.9
339,excellent,2.92958,10.83,3.46,4.66,13.04,22.81,25.87,34.02,31.4,9.66,34.7,61.1
340,excellent,2.92958,10.83,3.45,4.62,13.09,22.7,25.74,27.14,33.17,9.59,34.7,61.6
341,excellent,2.92958,10.74,3.46,4.62,13.19,22.36,26.13,26.53,33.74,9.59,34.7,60.5
342,excellent,2.92958,10.87,3.46,4.6,13.09,25.42,24.63,35.4,32.81,9.85,34.7,59.4
343,excellent,2.92958,10.7,3.43,4.54,13.19,22.14,25.74,26.84,32.81,9.55,34.7,59.3
344,excellent,2.92958,10.62,3.43,4.56,13.04,22.36,26.39,36.37,32.27,9.29,34.7,59.1
345,excellent,2.92958,10.53,3.43,4.56,12.93,22.7,25.87,28.1,33.55,9.81,34.7,60.4
346,excellent,2.92958,10.57,3.38,4.56,12.93,22.58,26,26.99,32.63,9.81,34.7,61.9
347,excellent,2.92958,10.57,3.39,4.58,12.88,23.04,25.36,32.52,32.81,9.44,34.8,61.5
348,excellent,2.92958,10.62,3.39,4.52,12.83,21.92,25.36,26.69,32.63,8.93,34.8,62.5
349,excellent,2.92958,10.53,3.41,4.46,12.93,21.49,25.24,26.99,32.81,8.29,34.8,61
350,excellent,2.92958,10.57,3.41,4.5,13.04,22.03,25.49,32.52,32.09,9.04,34.8,61
351,excellent,2.92958,10.57,3.34,4.48,13.04,22.14,24.63,26.39,32.63,9.04,34.8,58.9
352,excellent,2.92958,10.62,3.38,4.44,12.93,24.25,25.11,41.66,32.99,8.59,34.8,60.4
353,excellent,2.92958,10.53,3.38,4.46,12.98,21.81,25.24,32.94,32.81,8.66,34.8,59.6
354,excellent,2.92958,10.49,3.39,4.44,12.98,20.68,25.24,36.88,32.81,8.26,34.8,59.9
355,excellent,2.92958,10.53,3.32,4.4,12.83,21.18,24.87,26.24,32.99,7.91,34.8,60.5
356,excellent,2.92958,10.57,3.34,4.42,12.78,22.14,24.51,26.39,33.55,8.56,34.8,61.1
357,excellent,2.92958,10.37,3.36,4.46,13.3,21.29,25.24,36.37,35.31,8.39,34.9,60.6
358,excellent,2.92958,10.41,3.31,4.35,12.93,21.6,24.99,26.69,32.63,8.46,34.8,59.6
359,excellent,2.92958,10.49,3.34,4.35,12.93,21.71,24.75,30.74,32.45,8.76,34.9,59.7
360,excellent,2.92958,10.33,3.31,4.33,12.93,20.48,25.74,26.69,32.63,8.49,34.8,59.6
361,good,3.04436,10.41,3.31,4.31,12.73,21.81,24.27,30.74,32.63,8.36,34.9,59.6
362,good,3.04436,10.29,3.31,4.29,12.83,21.39,24.04,24.83,31.4,8.56,34.9,60
363,good,3.04436,10.37,3.31,4.29,12.93,21.49,24.51,32.73,32.45,8.42,34.9,60.1
364,good,3.04436,10.41,3.32,4.29,12.83,21.39,24.63,24.56,31.92,8.26,34.9,58.7
365,good,3.04436,10.33,3.24,4.25,12.88,21.18,24.39,30.55,32.27,8.62,34.9,58.7
366,good,3.04436,10.33,3.26,4.24,12.88,21.18,24.15,29.11,32.09,8.49,34.9,57.2
367,good,3.04436,10.25,3.26,4.24,12.78,21.49,24.15,26.39,32.45,8.46,34.9,58.5
368,good,3.04436,10.13,3.27,4.24,12.83,22.7,24.15,26.24,32.45,8.42,34.9,58.4
369,good,3.04436,10.13,3.29,4.2,12.73,21.29,24.27,33.15,32.27,8.23,35,58.2
370,good,3.04436,10.05,3.26,4.25,12.83,21.92,24.51,27.94,32.09,8.07,35,57.5
371,good,3.04436,10.13,3.22,4.25,12.78,21.29,24.27,33.15,32.45,8.13,35,58.8
372,good,3.04436,10.13,3.24,4.27,12.63,21.49,24.15,24.69,32.45,8.42,35,58.9
373,good,3.04436,10.13,3.24,4.24,12.73,20.68,24.39,34.47,32.09,7.72,35,59.3
374,good,3.04436,10.05,3.24,4.2,12.53,21.08,24.04,26.39,32.27,8.46,35,59.1
375,good,3.04436,9.97,3.26,4.12,12.53,20,24.27,33.8,32.09,8.23,35,59.5
376,good,3.04436,9.97,3.24,4.4,12.53,20.88,23.69,26.09,32.81,7.48,35,59.6
377,good,3.04436,9.93,3.19,4.24,12.58,21.18,24.04,28.1,32.45,8.32,35,59.4
378,good,3.04436,10.01,3.22,4.18,12.58,20.09,23.58,32.94,32.27,8.26,35,59.2
379,good,3.04436,10.01,3.24,4.22,12.63,20.48,23.81,28.1,31.23,8.26,35,58.3
380,good,3.04436,10.01,3.22,4.22,12.53,20.78,23.81,26.69,31.57,8.19,35,58.5
381,good,3.04436,9.86,3.22,4.24,12.53,20.88,24.04,32.94,32.27,8.23,35,57.7
382,good,3.04436,9.86,3.17,4.2,12.43,20.78,23.58,28.1,32.45,8.23,35.1,58.1
383,good,3.04436,9.93,3.2,4.24,12.43,20.78,23.69,26.09,32.27,8.07,35.1,59.1
384,good,3.04436,9.93,3.22,4.25,12.38,20,22.92,35.16,32.45,8.49,35.1,59.8
385,good,3.04436,9.86,3.17,4.44,12.38,20.78,23.47,25.52,32.09,8.16,35.1,58.8
386,good,3.04436,9.74,3.15,4.25,12.33,20.78,23.69,28.1,33.36,8.36,35.1,59.1
387,good,3.04436,9.66,3.14,4.14,12.33,20.58,23.25,25.8,30.41,8.13,35.1,59.8
388,good,3.04436,9.7,3.15,4.14,12.38,20.29,23.69,26.09,32.09,8.07,35.1,59.6
389,good,3.04436,9.7,3.14,4.12,12.38,20.98,23.81,30.93,31.57,8.13,35.1,59.9
390,good,3.04436,9.59,3.12,4.04,12.14,20.98,23.36,23.66,32.09,8.1,35.1,59.4
391,good,3.04436,9.63,3.19,4.14,12.19,20.48,23.03,32.31,31.74,7.85,35.1,61.2
392,good,3.04436,9.66,3.15,4.06,12.19,21.18,23.14,25.8,32.27,7.45,35.1,61.7
393,good,3.04436,9.66,3.15,4.08,12.04,20.88,23.36,32.11,33.17,8.13,35.1,61
394,good,3.04436,9.78,3.12,4.02,12.19,20.38,22.92,35.88,31.92,8.19,35.1,61.8
395,good,3.04436,9.74,3.17,4.12,12.23,20.48,23.36,25.1,30.25,8.1,35.1,60.6
396,good,3.04436,9.74,3.15,4.06,12.04,20.78,23.36,24.17,31.74,8.16,35.2,60.5
397,good,3.04436,9.66,3.1,3.98,12.04,20.58,22.7,30.55,31.23,8.23,35.2,60.2
398,good,3.04436,9.59,3.1,4.02,12.14,19.9,22.92,32.73,32.63,8.16,35.2,60.3
399,good,3.04436,9.55,3.14,4.02,12.04,20.29,22.92,29.64,31.4,8.1,35.2,61.4
400,good,3.04436,9.7,3.15,4.02,12.04,20.29,22.39,29.82,31.57,7.97,35.2,61.9
401,good,3.04436,9.59,2.99,3.93,12.04,20.58,22.81,25.8,31.4,8.03,35.2,60.3
402,good,3.04436,9.59,3.12,3.98,12.09,20.19,22.39,28.94,31.4,8,35.2,59
403,good,3.04436,9.59,3.09,4,12.19,20.09,24.27,32.73,31.92,8.16,35.3,59.6
404,good,3.04436,9.7,3.14,4,12.04,20.58,22.81,27.62,31.74,7.91,35.2,59.2
405,good,3.04436,9.59,3.12,4,12.04,19.26,23.03,31.32,32.27,8.23,35.2,58.4
406,good,3.04436,9.63,3.12,4,11.9,20.29,22.6,30.55,32.45,8.07,35.2,59.5
407,good,3.04436,9.59,3.1,4.02,11.9,20.48,22.49,26.53,32.45,7.88,35.2,59.9
408,good,3.04436,9.59,3.1,3.94,12.04,19.35,21.87,34.02,31.57,7.69,35.3,60.1
409,good,3.04436,9.37,3,3.89,11.85,20.09,21.77,24.69,31.4,8.03,35.3,60.3
410,good,3.04436,9.37,3.09,4.08,11.9,20.19,22.6,31.91,31.74,7.97,35.3,60.6
411,good,3.04436,9.4,3.1,3.87,11.76,20.19,22.18,30.74,31.4,7.91,35.3,61.6
412,good,3.04436,9.37,3.04,3.93,11.85,19.53,22.81,24.83,32.09,7.66,35.3,61.9
413,good,3.04436,9.4,3.07,3.93,11.67,20.48,21.57,32.94,30.73,7.97,35.3,62
414,good,3.04436,9.22,3.04,3.91,11.71,19.9,22.49,23.91,29.3,7.91,35.3,62.8
415,good,3.04436,9.22,3.02,3.93,11.58,20,22.39,23.78,32.63,8.03,35.3,63.6
416,good,3.04436,9.26,3.07,3.91,11.67,19.72,22.49,30.93,31.4,7.51,35.3,64.3
417,good,3.04436,9.26,3.07,3.85,11.67,19.62,22.18,24.96,30.73,7.97,35.3,63.4
418,good,3.04436,9.11,3.02,3.85,11.58,19.72,21.67,31.12,30.9,7.81,35.3,62.8
419,good,3.04436,9.18,3,3.87,11.67,19.35,21.77,30.74,31.4,7.91,35.3,62.4
420,good,3.04436,9.26,3.07,3.85,11.67,19.72,21.97,25.24,30.57,7.81,35.3,63
421,good,3.282170765,9.15,3.05,3.87,11.58,19.9,21.77,31.51,31.23,7.75,35.3,62
422,good,3.282170765,9.18,3.02,3.81,11.76,19.81,21.37,25.38,30.9,7.85,35.3,61.9
423,good,3.282170765,9.22,3.07,3.87,11.62,20,21.57,24.56,31.4,7.72,35.3,60.4
424,good,3.282170765,9.22,3.07,3.89,11.53,19.81,21.87,31.71,30.9,7.94,35.3,60.5
425,good,3.282170765,9.11,3.05,3.81,11.58,19.81,21.47,30.55,31.23,7.75,35.4,62.4
426,good,3.282170765,9.08,3.07,3.83,11.44,21.81,20.99,24.56,31.4,7.75,35.4,63
427,good,3.282170765,9.11,3.02,3.85,11.62,19.62,21.18,24.96,31.57,7.81,35.4,63
428,good,3.282170765,9.08,3,3.83,11.44,19.44,21.37,24.43,31.23,7.69,35.4,62.5
429,good,3.282170765,9.01,3,3.85,11.49,19.53,21.37,33.15,31.57,7.88,35.3,62.8
430,good,3.282170765,8.94,3,3.81,11.35,19.72,21.18,28.77,31.06,7.78,35.4,64.5
431,good,3.282170765,8.94,3.02,3.81,11.4,19.53,21.37,31.32,30.9,7.75,35.4,63.5
432,good,3.282170765,8.97,3.04,3.81,11.44,19.35,20.89,23.91,30.9,7.88,35.4,64.9
433,good,3.282170765,8.9,2.99,3.79,11.31,19.62,20.99,25.24,31.06,7.75,35.3,64.1
434,good,3.282170765,8.66,3.04,3.89,11.26,18.56,20.99,31.51,31.23,7.72,35.4,64.7
435,good,3.282170765,8.94,3.02,3.78,11.31,18.65,21.28,32.73,31.06,7.75,35.4,63.4
436,good,3.282170765,8.9,2.97,3.81,11.44,19.26,20.89,24.56,30.9,7.81,35.4,63
437,good,3.282170765,8.9,3,3.79,11.22,19.62,21.08,23.04,30.73,7.51,35.4,62.4
438,good,3.282170765,8.9,2.97,3.78,11.22,19.62,20.8,29.82,30.09,7.54,35.4,63
439,good,3.282170765,8.87,3.02,3.79,11.31,19.26,20.89,25.8,30.57,7.63,35.5,62.6
440,good,3.282170765,8.8,2.99,3.83,11.22,19.44,20.24,32.73,30.57,7.72,35.6,63.1
441,good,3.282170765,8.66,2.99,3.76,11.22,19.44,20.61,28.94,29.3,7.33,35.8,63.1
442,good,3.282170765,8.69,3,3.81,11.22,19.17,20.7,27.78,31.06,7.72,36.2,62
443,good,3.282170765,8.66,2.99,3.76,11.04,19.44,20.42,28.43,30.57,7.72,36.4,61.3
444,good,3.282170765,8.66,2.94,3.78,10.96,19.44,20.33,24.69,30.41,7.54,36.7,61.8
445,good,3.282170765,8.8,2.97,3.76,10.79,19.26,20.06,24.04,30.73,6.99,37,63
446,good,3.282170765,8.69,2.92,3.72,10.79,18.82,20.42,25.95,30.57,7.24,37.2,62.1
447,good,3.282170765,8.69,2.91,3.74,10.7,18.65,20.15,26.09,29.77,7.72,37.3,62
448,good,3.282170765,8.63,2.87,3.68,10.62,18.56,20.24,29.46,30.41,7.39,37.4,61.2
449,good,3.282170765,8.76,2.91,3.65,10.7,18.99,19.79,23.28,29.93,7.45,37.4,61.1
450,good,3.282170765,8.69,2.91,3.68,10.66,18.65,19.88,28.77,29.77,7.54,37.3,59.6
451,good,3.282170765,8.69,2.95,3.72,10.58,18.91,19.88,26.69,30.41,7.6,37.2,60.2
452,good,3.282170765,8.73,2.94,3.74,10.58,18.82,20.06,29.82,30.09,7.63,37.1,61.7
453,good,3.282170765,8.56,2.95,3.7,10.54,19.35,19.79,26.39,28.85,7.6,37,61.5
454,good,3.282170765,8.56,2.91,3.7,10.62,19.35,20.24,31.51,31.06,7.48,36.9,61.7
455,good,3.282170765,8.63,2.95,3.7,10.58,18.91,19.79,26.69,30.09,7.57,36.8,61.8
456,good,3.282170765,8.59,2.95,3.67,10.62,18.65,19.79,30.93,29.77,7.66,36.8,61.8
457,good,3.282170765,8.49,2.78,3.65,10.49,18.73,19.44,27.14,30.41,7.57,36.7,63.1
458,good,3.282170765,8.56,2.92,3.65,10.54,18.31,19.44,30,29.46,7.69,36.7,63.1
459,good,3.282170765,8.59,2.95,3.57,10.87,18.39,19.02,28.94,30.57,7.69,36.6,63
460,good,3.282170765,8.56,2.89,3.54,10.79,17.81,18.94,23.16,30.25,7.66,36.5,56.9
461,good,3.282170765,8.59,2.92,3.65,10.66,18.73,19.19,28.6,31.57,7.57,36.5,57.6
462,good,3.282170765,8.59,2.94,3.67,10.7,18.65,19.27,23.41,30.09,7.3,36.4,60
463,good,3.282170765,8.59,2.91,3.65,10.66,18.65,19.27,27.14,30.09,7.24,36.4,60.8
464,good,3.282170765,8.52,2.89,3.65,10.54,18.82,19.36,21.99,28.41,7.45,36.4,61.9
465,good,3.282170765,8.49,2.92,3.59,10.58,18.39,18.61,27.14,30.41,7.51,36.4,62.5
466,good,3.282170765,8.49,2.89,3.59,10.49,18.65,18.61,24.56,30.25,7.3,36.5,62.1
467,good,3.282170765,8.42,2.87,3.61,10.49,18.39,18.45,26.39,30.41,7.54,36.4,61.1
468,good,3.282170765,8.36,2.89,3.59,10.49,18.39,18.21,30.37,30.41,7.51,36.5,62
469,good,3.282170765,8.36,2.87,3.59,10.49,18.31,18.29,23.04,30.25,7.45,36.5,61.5
470,good,3.282170765,8.36,2.87,3.57,10.45,17.73,18.21,27.62,30.09,7.6,36.5,61.2
471,good,3.282170765,8.33,2.87,3.52,10.41,18.06,17.97,25.24,30.9,7.54,36.6,62.2
472,good,3.282170765,8.39,2.87,3.56,10.54,17.81,17.82,21.22,31.06,7.3,36.6,61.6
473,good,3.282170765,8.36,2.91,3.59,10.58,18.48,18.13,21.77,30.09,7.45,36.6,59.8
474,good,3.282170765,8.33,2.86,3.56,10.58,18.99,18.61,29.11,29.77,7.39,36.5,58.8
475,good,3.282170765,8.36,2.87,3.56,10.54,18.06,17.59,23.66,30.73,7.48,36.5,59.4
476,good,3.282170765,8.29,2.84,3.54,10.45,17.98,17.59,22.68,30.41,7.24,36.5,60
477,good,3.282170765,8.29,2.91,3.54,10.37,18.06,17.36,29.82,30.9,7.36,36.4,61
478,good,3.282170765,8.26,2.86,3.54,10.33,18.31,17.44,24.96,29.93,7.39,36.4,61.5
479,good,3.282170765,8.29,2.84,3.49,10.45,17.5,17.07,26.09,30.09,7.16,36.4,62.8
480,good,3.282170765,8.36,2.89,3.52,10.49,16.88,17,25.8,29.93,7.27,36.3,62.7
481,good,3.379799962,8.29,2.87,3.54,10.49,17.65,16.93,23.66,30.09,7.13,36.3,60.5
482,good,3.379799962,8.33,2.89,3.56,10.45,17.73,16.93,21.55,30.09,7.16,36.3,62
483,good,3.379799962,8.33,2.84,3.52,10.41,17.98,16.78,24.3,30.09,7.24,36.3,62.4
484,good,3.379799962,8.33,2.86,3.52,10.41,17.9,17.51,27.46,29.61,7.1,36.3,61.8
485,good,3.379799962,8.26,2.89,3.52,10.33,17.9,16.43,27.14,29.46,7.16,36.3,62.7
486,good,3.379799962,8.33,2.87,3.52,10.37,17.42,16.3,23.04,29.77,6.23,36.4,62.1
487,good,3.379799962,8.29,2.86,3.49,10.21,17.65,16.16,20.09,30.09,6.1,36.3,61.5
488,good,3.379799962,8.26,2.87,3.5,10.25,16.73,15.96,20.49,31.06,6.1,36.4,62.6
489,good,3.379799962,8.29,2.87,3.49,10.29,17.03,15.96,21.99,31.92,5.98,36.5,62
490,good,3.379799962,8.2,2.87,3.41,10.17,16.88,16.02,23.16,30.25,6.08,36.5,61.3
491,good,3.379799962,8.1,2.82,3.43,10.21,16.73,15.5,20,32.27,6.13,36.6,61.5
492,good,3.379799962,8.2,2.87,3.47,10.25,16.73,15.63,19.42,31.23,6.18,36.7,61.7
493,good,3.379799962,8.16,2.84,3.49,10.09,17.26,15.37,20.29,30.09,6.36,36.7,60.1
494,good,3.379799962,8.07,2.84,3.49,10.09,17.11,15.44,25.52,29.46,6.13,36.9,60.5
495,good,3.379799962,8.03,2.84,3.47,10.05,17.34,15.44,25.95,30.41,6.96,37,61.8
496,good,3.379799962,8.03,2.87,3.54,9.97,17.11,15.06,24.96,29.61,6.08,37.2,61.7
497,good,3.379799962,8.1,2.84,3.47,9.97,16.88,15.12,20.39,30.09,5.98,37.3,61.5
498,good,3.379799962,8.03,2.86,3.43,9.9,17.19,14.93,20.29,29.3,6.05,37.5,61.1
499,good,3.379799962,8.07,2.86,3.43,9.94,16.73,14.57,24.69,29.3,6.13,37.6,59.8
500,good,3.379799962,8.03,2.87,3.41,9.97,16.66,14.57,24.17,29.15,6,37.7,60.3
501,good,3.379799962,8,2.87,3.36,9.82,16.59,14.33,21.77,29.15,6.18,37.8,59.6
502,good,3.379799962,7.91,2.82,3.35,9.74,16.44,14.33,24.04,29.46,5.95,37.8,59.2
503,good,3.379799962,7.94,2.89,3.4,9.74,16.59,14.22,25.52,29.61,6.05,37.8,60.1
504,good,3.379799962,7.88,2.84,3.33,9.7,16.37,14.05,25.66,29.15,6,37.8,60.5
505,good,3.379799962,7.97,2.82,3.38,9.74,16.44,14.05,23.91,30.41,6,37.7,60.8
506,good,3.379799962,7.91,2.84,3.36,9.7,16.59,13.82,21.33,29.15,6.1,37.7,61.5
507,good,3.379799962,7.88,2.81,3.31,9.67,16.51,13.65,21.55,29.61,6.1,37.7,62
508,good,3.379799962,7.88,2.82,3.33,9.74,18.22,13.6,19.9,29.93,6.05,37.6,60.9
509,good,3.379799962,7.94,2.78,3.31,9.74,16.73,13.6,20.91,29,6.85,37.5,61.8
510,good,3.379799962,7.88,2.86,3.31,9.78,16.66,13.27,21.44,29.93,6.23,37.5,61.4
511,good,3.379799962,7.85,2.81,3.31,9.74,16.73,13.33,19.61,29.3,6.9,37.4,61.5
512,good,3.379799962,7.91,2.81,3.31,9.63,16.66,13.17,20.7,29.3,6.96,37.3,62.4
513,good,3.379799962,7.85,2.84,3.31,9.74,17.65,12.85,24.69,29.46,6.05,37.3,62.8
514,good,3.379799962,7.81,2.81,3.28,9.67,16.59,12.91,21.66,30.73,5.93,37.2,63.8
515,good,3.379799962,7.88,2.78,3.29,9.74,16.59,12.91,18.78,30.57,5.83,37.2,62.8
516,good,3.379799962,7.85,2.79,3.29,9.7,16.73,12.96,22.56,29.61,6.08,37.1,62.7
517,good,3.379799962,7.85,2.82,3.28,9.59,16.66,12.6,22.1,28.41,5.98,37,64.1
518,good,3.379799962,7.75,2.79,3.28,9.55,17.11,12.25,18.69,29.3,6.82,37,64.5
